Numero1,Numero2,Numero3,Numero4,Numero5,Estrela1,Estrela2,Ano,Premio,Mes,MesNumerico,Dia,Semana,ÉSexta?,SomaNumeros,ÉImparNumeros?,SomaEstrelas,ÉImparEstrelas?
1,25,27,41,45,5,7,2017,25000000,jul,7,18,te,0,139,1,12,0
1,8,9,26,49,5,9,2017,36000000,jul,7,21,sx,1,93,1,14,0
12,14,43,44,48,2,11,2017,45000000,jul,7,25,te,0,161,1,13,1
5,9,29,31,41,2,4,2017,57000000,jul,7,28,sx,1,115,1,6,0
14,21,24,29,30,8,10,2017,17000000,ago,8,01,te,0,118,0,18,0
29,30,36,40,41,2,9,2017,28000000,ago,8,04,sx,1,176,0,11,1
15,25,26,40,41,4,5,2017,36000000,ago,8,08,te,0,147,1,9,1
18,28,39,46,48,5,12,2017,17000000,ago,8,11,sx,1,179,1,17,1
10,14,30,35,46,4,10,2017,24000000,ago,8,15,te,0,135,1,14,0
2,24,39,42,45,2,8,2017,35000000,ago,8,18,sx,1,152,0,10,0
3,10,12,17,27,3,5,2017,43000000,ago,8,22,te,0,69,1,8,0
1,5,7,15,47,9,12,2017,17000000,ago,8,25,sx,1,75,1,21,1
4,12,15,32,38,1,5,2017,17000000,ago,8,29,te,0,101,1,6,0
3,7,8,14,49,5,8,2017,28000000,set,9,01,sx,1,81,1,13,1
6,9,18,28,29,1,9,2017,17000000,set,9,05,te,0,90,0,10,0
9,24,42,47,49,1,5,2017,28000000,set,9,08,sx,1,171,1,6,0
10,17,27,29,35,4,11,2017,36000000,set,9,12,te,0,118,0,15,1
13,18,37,44,49,9,12,2017,130000000,set,9,15,sx,1,161,1,21,1
1,8,21,30,45,2,3,2017,139000000,set,9,19,te,0,105,1,5,1
6,11,31,39,42,1,3,2017,153000000,set,9,22,sx,1,129,1,4,0
1,29,40,41,48,6,12,2017,163000000,set,9,26,te,0,159,1,18,0
7,18,19,32,48,3,7,2017,177000000,set,9,29,sx,1,124,0,10,0
6,24,32,48,50,1,5,2017,190000000,out,10,03,te,0,160,0,6,0
1,9,15,19,25,1,7,2017,190000000,out,10,06,sx,1,69,1,8,0
4,21,34,36,37,3,6,2017,17000000,out,10,10,te,0,132,0,9,1
23,29,37,45,50,5,11,2017,31000000,out,10,13,sx,1,184,0,16,0
13,17,19,26,36,2,3,2017,41000000,out,10,17,te,0,111,1,5,1
4,17,23,27,30,3,8,2017,54000000,out,10,20,sx,1,101,1,11,1
9,11,13,27,33,7,10,2017,64000000,out,10,24,te,0,93,1,17,1
3,16,23,32,39,1,4,2017,17000000,out,10,27,sx,1,113,1,5,1
1,12,36,43,46,3,5,2017,17000000,out,10,31,te,0,138,0,8,0
5,12,17,33,41,4,9,2017,28000000,nov,11,03,sx,1,108,0,13,1
7,19,20,37,41,2,12,2017,17000000,nov,11,07,te,0,124,0,14,0
13,22,29,36,37,1,9,2017,29000000,nov,11,10,sx,1,137,1,10,0
14,16,39,40,41,8,10,2017,38000000,nov,11,14,te,0,150,0,18,0
20,26,35,36,42,5,12,2017,50000000,nov,11,17,sx,1,159,1,17,1
2,10,14,28,31,5,7,2017,60000000,nov,11,21,te,0,85,1,12,0
19,24,28,30,50,3,10,2017,73000000,nov,11,24,sx,1,151,1,13,1
1,6,12,18,42,2,7,2017,80000000,nov,11,28,te,0,79,1,9,1
5,24,29,35,46,11,12,2017,89000000,dez,12,01,sx,1,139,1,23,1
11,36,43,44,48,2,7,2017,97000000,dez,12,05,te,0,182,0,9,1
4,22,30,32,34,3,4,2017,106000000,dez,12,08,sx,1,122,0,7,1
20,37,39,44,50,4,8,2017,115000000,dez,12,12,te,0,190,0,12,0
25,30,31,42,50,2,11,2017,126000000,dez,12,15,sx,1,178,0,13,1
8,15,30,38,46,4,7,2017,135000000,dez,12,19,te,0,137,1,11,1
5,24,30,31,43,3,6,2017,17000000,dez,12,22,sx,1,133,1,9,1
4,17,30,43,44,2,10,2017,25000000,dez,12,26,te,0,138,0,12,0
4,8,22,23,48,1,12,2017,37000000,dez,12,29,sx,1,105,1,13,1
10,20,21,28,48,1,8,2018,17000000,jan,1,02,te,0,127,1,9,1
2,5,20,38,41,4,8,2018,28000000,jan,1,05,sx,1,106,0,12,0
6,12,15,38,49,2,9,2018,37000000,jan,1,09,te,0,120,0,11,1
13,21,23,30,45,4,6,2018,50000000,jan,1,12,sx,1,132,0,10,0
20,23,31,34,46,3,12,2018,60000000,jan,1,16,te,0,154,0,15,1
3,8,17,44,50,2,7,2018,74000000,jan,1,19,sx,1,122,0,9,1
5,8,9,23,24,7,8,2018,81000000,jan,1,23,te,0,69,1,15,1
6,15,24,28,48,4,9,2018,90000000,jan,1,26,sx,1,121,1,13,1
11,15,21,27,35,4,5,2018,98000000,jan,1,30,te,0,109,1,9,1
14,34,36,39,48,2,3,2018,108000000,fev,2,02,sx,1,171,1,5,1
8,17,28,34,38,6,12,2018,116000000,fev,2,06,te,0,125,1,18,0
22,31,36,38,44,1,11,2018,128000000,fev,2,09,sx,1,171,1,12,0
10,13,17,21,44,1,10,2018,138000000,fev,2,13,te,0,105,1,11,1
10,12,23,32,50,4,10,2018,151000000,fev,2,16,sx,1,127,1,14,0
6,14,19,25,29,5,11,2018,160000000,fev,2,20,te,0,93,1,16,0
10,17,18,28,47,3,7,2018,174000000,fev,2,23,sx,1,120,0,10,0
3,31,41,48,50,8,11,2018,17000000,fev,2,27,te,0,173,1,19,1
2,7,34,45,48,1,12,2018,28000000,mar,3,02,sx,1,136,0,13,1
15,20,26,31,44,2,9,2018,37000000,mar,3,06,te,0,136,0,11,1
9,14,21,32,44,1,12,2018,50000000,mar,3,09,sx,1,120,0,13,1
9,11,13,33,49,6,12,2018,61000000,mar,3,13,te,0,115,1,18,0
4,17,24,27,31,10,11,2018,17000000,mar,3,16,sx,1,103,1,21,1
26,29,37,39,44,9,11,2018,25000000,mar,3,20,te,0,175,1,20,0
5,7,11,46,50,8,11,2018,37000000,mar,3,23,sx,1,119,1,19,1
17,20,23,40,46,9,10,2018,46000000,mar,3,27,te,0,146,0,19,1
12,17,28,35,47,7,11,2018,58000000,mar,3,30,sx,1,139,1,18,0
3,8,16,40,43,5,8,2018,67000000,abr,4,03,te,0,110,0,13,1
1,29,33,45,47,4,8,2018,76000000,abr,4,06,sx,1,155,1,12,0
14,27,39,46,48,11,12,2018,17000000,abr,4,10,te,0,174,0,23,1
5,25,34,48,50,6,7,2018,17000000,abr,4,13,sx,1,162,0,13,1
15,27,33,39,50,4,6,2018,25000000,abr,4,17,te,0,164,0,10,0
3,16,25,39,44,7,11,2018,130000000,abr,4,20,sx,1,127,1,18,0
20,23,28,30,44,3,7,2018,138000000,abr,4,24,te,0,145,1,10,0
12,24,40,41,46,5,12,2018,17000000,abr,4,27,sx,1,163,1,17,1
6,15,17,42,48,4,6,2018,24000000,mai,5,01,te,0,128,0,10,0
6,12,23,39,45,9,12,2018,36000000,mai,5,04,sx,1,125,1,21,1
17,25,35,39,44,2,5,2018,45000000,mai,5,08,te,0,160,0,7,1
3,22,34,49,50,8,11,2018,17000000,mai,5,11,sx,1,158,0,19,1
4,16,20,31,39,2,12,2018,25000000,mai,5,15,te,0,110,0,14,0
5,8,10,13,31,3,6,2018,37000000,mai,5,18,sx,1,67,1,9,1
1,11,37,41,48,8,12,2018,45000000,mai,5,22,te,0,138,0,20,0
13,15,16,28,41,4,5,2018,57000000,mai,5,25,sx,1,113,1,9,1
6,11,20,38,43,2,4,2018,66000000,mai,5,29,te,0,118,0,6,0
17,18,24,29,40,4,5,2018,74000000,jun,6,01,sx,1,128,0,9,1
9,15,22,39,46,4,5,2018,17000000,jun,6,05,te,0,131,1,9,1
8,19,32,43,46,2,8,2018,17000000,jun,6,08,sx,1,148,0,10,0
7,21,23,36,38,6,8,2018,17000000,jun,6,12,te,0,125,1,14,0
23,26,33,38,49,1,12,2018,28000000,jun,6,15,sx,1,169,1,13,1
7,19,26,42,50,4,9,2018,36000000,jun,6,19,te,0,144,0,13,1
14,25,39,41,44,2,8,2018,17000000,jun,6,22,sx,1,163,1,10,0
15,16,20,34,50,4,7,2018,24000000,jun,6,26,te,0,135,1,11,1
15,21,23,40,48,3,12,2018,36000000,jun,6,29,sx,1,147,1,15,1
1,12,15,29,48,3,5,2018,44000000,jul,7,03,te,0,105,1,8,0
8,30,33,38,48,2,10,2018,55000000,jul,7,06,sx,1,157,1,12,0
3,8,26,33,45,7,10,2018,65000000,jul,7,10,te,0,115,1,17,1
1,4,14,21,49,2,12,2018,17000000,jul,7,13,sx,1,89,1,14,0
4,6,27,48,50,1,11,2018,17000000,jul,7,17,te,0,135,1,12,0
2,15,40,43,46,3,6,2018,27000000,jul,7,20,sx,1,146,0,9,1
2,4,23,39,40,3,9,2018,35000000,jul,7,24,te,0,108,0,12,0
11,17,22,23,41,6,11,2018,47000000,jul,7,27,sx,1,114,0,17,1
20,25,34,42,45,6,11,2018,56000000,jul,7,31,te,0,166,0,17,1
7,26,36,38,43,6,12,2018,68000000,ago,8,03,sx,1,150,0,18,0
16,28,29,30,36,8,10,2018,75000000,ago,8,07,te,0,139,1,18,0
18,20,36,43,44,3,9,2018,83000000,ago,8,10,sx,1,161,1,12,0
1,15,18,25,31,9,11,2018,90000000,ago,8,14,te,0,90,0,20,0
2,15,18,24,43,8,12,2018,99000000,ago,8,17,sx,1,102,0,20,0
16,23,42,43,49,10,12,2018,107000000,ago,8,21,te,0,173,1,22,0
3,14,31,36,50,1,12,2018,17000000,ago,8,24,sx,1,134,0,13,1
4,16,32,42,46,8,12,2018,25000000,ago,8,28,te,0,140,0,20,0
4,30,31,38,42,4,6,2018,35000000,ago,8,31,sx,1,145,1,10,0
5,14,28,30,47,4,11,2018,44000000,set,9,04,te,0,124,0,15,1
4,23,27,31,50,1,8,2018,17000000,set,9,07,sx,1,135,1,9,1
9,18,32,38,46,2,3,2018,24000000,set,9,11,te,0,143,1,5,1
1,3,33,40,45,3,4,2018,36000000,set,9,14,sx,1,122,0,7,1
3,8,10,32,45,4,12,2018,45000000,set,9,18,te,0,98,0,16,0
5,7,21,25,37,3,4,2018,130000000,set,9,21,sx,1,95,1,7,1
6,15,20,30,38,4,7,2018,138000000,set,9,25,te,0,109,1,11,1
2,4,8,27,50,2,9,2018,151000000,set,9,28,sx,1,91,1,11,1
7,17,29,37,45,3,11,2018,162000000,out,10,02,te,0,135,1,14,0
8,16,24,26,35,3,11,2018,17000000,out,10,05,sx,1,109,1,14,0
3,12,36,44,45,8,11,2018,17000000,out,10,09,te,0,140,0,19,1
4,9,12,31,43,5,8,2018,27000000,out,10,12,sx,1,99,1,13,1
15,28,37,40,42,1,6,2018,36000000,out,10,16,te,0,162,0,7,1
1,3,29,47,48,3,12,2018,49000000,out,10,19,sx,1,128,0,15,1
1,2,5,21,32,2,12,2018,58000000,out,10,23,te,0,61,1,14,0
5,18,21,31,35,6,9,2018,71000000,out,10,26,sx,1,110,0,15,1
17,23,27,43,44,1,12,2018,79000000,out,10,30,te,0,154,0,13,1
5,15,17,37,44,7,11,2018,87000000,nov,11,02,sx,1,118,0,18,0
14,24,36,40,43,2,9,2018,17000000,nov,11,06,te,0,157,1,11,1
14,17,32,37,49,11,12,2018,29000000,nov,11,09,sx,1,149,1,23,1
2,7,10,13,42,3,6,2018,37000000,nov,11,13,te,0,74,0,9,1
9,10,13,28,41,1,12,2018,49000000,nov,11,16,sx,1,101,1,13,1
6,19,39,45,48,7,12,2018,17000000,nov,11,20,te,0,157,1,19,1
5,8,25,26,30,3,10,2018,28000000,nov,11,23,sx,1,94,0,13,1
4,16,17,18,32,2,11,2018,36000000,nov,11,27,te,0,87,1,13,1
3,10,12,23,26,1,12,2018,48000000,nov,11,30,sx,1,74,0,13,1
19,20,21,42,45,8,9,2018,57000000,dez,12,04,te,0,147,1,17,1
11,17,26,37,48,1,10,2018,70000000,dez,12,07,sx,1,139,1,11,1
4,7,13,23,42,1,3,2018,76000000,dez,12,11,te,0,89,1,4,0
12,29,38,42,44,2,12,2018,85000000,dez,12,14,sx,1,165,1,14,0
1,9,18,39,48,5,7,2018,91000000,dez,12,18,te,0,115,1,12,0
2,12,15,34,50,3,4,2018,101000000,dez,12,21,sx,1,113,1,7,1
4,5,8,31,43,2,9,2018,109000000,dez,12,25,te,0,91,1,11,1
13,16,34,35,45,10,12,2018,119000000,dez,12,28,sx,1,143,1,22,0
1,8,11,25,28,4,6,2019,128000000,jan,1,01,te,0,73,1,10,0
7,11,19,27,37,6,10,2019,17000000,jan,1,04,sx,1,101,1,16,0
3,19,22,31,32,2,11,2019,25000000,jan,1,08,te,0,107,1,13,1
1,19,31,39,48,1,6,2019,36000000,jan,1,11,sx,1,138,0,7,1
22,25,29,33,35,3,6,2019,46000000,jan,1,15,te,0,144,0,9,1
5,6,16,30,46,5,10,2019,60000000,jan,1,18,sx,1,103,1,15,1
9,23,29,41,49,8,10,2019,70000000,jan,1,22,te,0,151,1,18,0
1,6,13,15,16,6,10,2019,78000000,jan,1,25,sx,1,51,1,16,0
14,24,26,32,39,3,8,2019,84000000,jan,1,29,te,0,135,1,11,1
3,21,26,41,46,1,6,2019,120000000,fev,2,01,sx,1,137,1,7,1
14,25,31,37,43,2,3,2019,128000000,fev,2,05,te,0,150,0,5,1
11,12,13,39,46,7,10,2019,141000000,fev,2,08,sx,1,121,1,17,1
6,34,36,41,50,1,5,2019,151000000,fev,2,12,te,0,167,1,6,0
15,27,34,38,49,2,10,2019,164000000,fev,2,15,sx,1,163,1,12,0
1,8,18,19,39,7,9,2019,176000000,fev,2,19,te,0,85,1,16,0
3,27,29,33,50,3,7,2019,17000000,fev,2,22,sx,1,142,0,10,0
3,15,29,35,47,3,4,2019,25000000,fev,2,26,te,0,129,1,7,1
6,9,19,26,31,11,12,2019,39000000,mar,3,01,sx,1,91,1,23,1
6,10,16,39,46,8,11,2019,49000000,mar,3,05,te,0,117,1,19,1
17,18,19,24,40,4,8,2019,62000000,mar,3,08,sx,1,118,0,12,0
5,7,13,19,31,2,9,2019,73000000,mar,3,12,te,0,75,1,11,1
3,15,24,42,46,9,12,2019,82000000,mar,3,15,sx,1,130,0,21,1
1,6,9,34,47,7,12,2019,17000000,mar,3,19,te,0,97,1,19,1
4,17,26,30,43,6,11,2019,28000000,mar,3,22,sx,1,120,0,17,1
12,19,23,43,47,2,6,2019,37000000,mar,3,26,te,0,144,0,8,0
13,23,26,32,47,6,10,2019,49000000,mar,3,29,sx,1,141,1,16,0
2,9,16,26,36,6,7,2019,59000000,abr,4,02,te,0,89,1,13,1
1,7,10,29,45,3,5,2019,72000000,abr,4,05,sx,1,92,0,8,0
18,21,29,38,41,1,11,2019,79000000,abr,4,09,te,0,147,1,12,0
1,28,35,36,46,6,9,2019,17000000,abr,4,12,sx,1,146,0,15,1
1,8,15,44,49,2,11,2019,25000000,abr,4,16,te,0,117,1,13,1
7,8,32,41,49,5,11,2019,36000000,abr,4,19,sx,1,137,1,16,0
18,23,27,42,44,2,7,2019,44000000,abr,4,23,te,0,154,0,9,1
14,33,35,47,50,9,11,2019,17000000,abr,4,26,sx,1,179,1,20,0
5,12,20,26,48,2,11,2019,25000000,abr,4,30,te,0,111,1,13,1
2,9,20,27,43,5,6,2019,17000000,mai,5,03,sx,1,101,1,11,1
7,20,26,32,47,2,11,2019,25000000,mai,5,07,te,0,132,0,13,1
1,4,27,45,48,1,7,2019,17000000,mai,5,10,sx,1,125,1,8,0
10,14,17,25,50,2,10,2019,25000000,mai,5,14,te,0,116,0,12,0
16,28,42,43,45,6,7,2019,36000000,mai,5,17,sx,1,174,0,13,1
32,33,34,39,47,8,12,2019,44000000,mai,5,21,te,0,185,1,20,0
5,16,23,30,49,6,7,2019,57000000,mai,5,24,sx,1,123,1,13,1
7,19,20,28,29,1,5,2019,66000000,mai,5,28,te,0,103,1,6,0
1,23,24,26,35,1,11,2019,17000000,mai,5,31,sx,1,109,1,12,0
9,31,32,39,41,2,8,2019,24000000,jun,6,04,te,0,152,0,10,0
1,4,16,20,34,2,5,2019,130000000,jun,6,07,sx,1,75,1,7,1
25,27,39,42,46,11,12,2019,139000000,jun,6,11,te,0,179,1,23,1
1,13,30,31,39,2,7,2019,17000000,jun,6,14,sx,1,114,0,9,1
12,24,37,40,44,3,7,2019,24000000,jun,6,18,te,0,157,1,10,0
5,8,9,25,39,3,7,2019,36000000,jun,6,21,sx,1,86,0,10,0
6,26,27,34,46,1,9,2019,45000000,jun,6,25,te,0,139,1,10,0
1,3,16,33,49,2,11,2019,56000000,jun,6,28,sx,1,102,0,13,1
11,19,29,44,45,8,12,2019,66000000,jul,7,02,te,0,148,0,20,0
2,9,20,34,42,6,9,2019,74000000,jul,7,05,sx,1,107,1,15,1
7,29,32,36,41,6,7,2019,81000000,jul,7,09,te,0,145,1,13,1
2,31,39,45,47,4,8,2019,90000000,jul,7,12,sx,1,164,0,12,0
3,5,13,18,39,7,8,2019,97000000,jul,7,16,te,0,78,0,15,1
13,14,17,26,28,2,7,2019,108000000,jul,7,19,sx,1,98,0,9,1
1,14,19,23,38,3,7,2019,17000000,jul,7,23,te,0,95,1,10,0
2,5,27,37,42,3,10,2019,28000000,jul,7,26,sx,1,113,1,13,1
15,20,23,27,40,3,6,2019,36000000,jul,7,30,te,0,125,1,9,1
13,22,33,44,50,2,5,2019,48000000,ago,8,02,sx,1,162,0,7,1
12,13,29,36,38,4,12,2019,57000000,ago,8,06,te,0,128,0,16,0
2,14,35,41,42,10,11,2019,69000000,ago,8,09,sx,1,134,0,21,1
13,29,31,33,40,2,3,2019,75000000,ago,8,13,te,0,146,0,5,1
9,10,27,37,42,1,5,2019,84000000,ago,8,16,sx,1,125,1,6,0
20,22,23,24,37,1,4,2019,91000000,ago,8,20,te,0,126,0,5,1
4,17,35,42,45,2,8,2019,100000000,ago,8,23,sx,1,143,1,10,0
8,26,35,43,47,1,9,2019,108000000,ago,8,27,te,0,159,1,10,0
25,27,45,46,49,4,6,2019,119000000,ago,8,30,sx,1,192,0,10,0
7,11,38,39,44,7,10,2019,127000000,set,9,03,te,0,139,1,17,1
10,13,22,40,48,2,5,2019,139000000,set,9,06,sx,1,133,1,7,1
3,22,25,30,49,3,6,2019,149000000,set,9,10,te,0,129,1,9,1
1,12,27,42,47,6,7,2019,162000000,set,9,13,sx,1,129,1,13,1
22,37,43,44,45,1,12,2019,173000000,set,9,17,te,0,191,1,13,1
8,21,25,38,50,4,8,2019,188000000,set,9,20,sx,1,142,0,12,0
2,33,42,47,48,1,2,2019,190000000,set,9,24,te,0,172,0,3,1
24,37,41,43,46,2,8,2019,190000000,set,9,27,sx,1,191,1,10,0
2,11,18,40,46,1,4,2019,190000000,out,10,01,te,0,117,1,5,1
6,9,35,41,44,6,9,2019,190000000,out,10,04,sx,1,135,1,15,1
7,10,15,44,49,3,12,2019,190000000,out,10,08,te,0,125,1,15,1
2,14,19,42,45,5,6,2019,17000000,out,10,11,sx,1,122,0,11,1
3,28,31,32,34,4,5,2019,26000000,out,10,15,te,0,128,0,9,1
8,18,22,41,42,11,12,2019,37000000,out,10,18,sx,1,131,1,23,1
2,5,32,33,47,7,8,2019,47000000,out,10,22,te,0,119,1,15,1
34,37,39,40,50,4,10,2019,61000000,out,10,25,sx,1,200,0,14,0
16,18,28,42,49,5,10,2019,71000000,out,10,29,te,0,153,1,15,1
2,20,39,44,48,5,7,2019,80000000,nov,11,01,sx,1,153,1,12,0
9,14,25,33,48,2,12,2019,86000000,nov,11,05,te,0,129,1,14,0
8,17,20,23,45,2,8,2019,96000000,nov,11,08,sx,1,113,1,10,0
1,21,23,25,39,2,4,2019,104000000,nov,11,12,te,0,109,1,6,0
3,13,20,32,34,4,11,2019,114000000,nov,11,15,sx,1,102,0,15,1
8,10,15,30,42,4,6,2019,123000000,nov,11,19,te,0,105,1,10,0
3,21,32,34,48,3,11,2019,17000000,nov,11,22,sx,1,138,0,14,0
2,3,15,19,34,5,8,2019,25000000,nov,11,26,te,0,73,1,13,1
3,7,12,42,50,6,8,2019,37000000,nov,11,29,sx,1,114,0,14,0
18,31,32,38,48,4,12,2019,47000000,dez,12,03,te,0,167,1,16,0
1,3,27,39,46,1,10,2019,17000000,dez,12,06,sx,1,116,0,11,1
2,10,19,21,47,2,8,2019,25000000,dez,12,10,te,0,99,1,10,0
9,16,18,23,32,2,10,2019,37000000,dez,12,13,sx,1,98,0,12,0
1,7,12,25,49,6,9,2019,47000000,dez,12,17,te,0,94,0,15,1
8,24,30,32,34,3,4,2019,17000000,dez,12,20,sx,1,128,0,7,1
3,11,13,14,47,3,6,2019,25000000,dez,12,24,te,0,88,0,9,1
1,7,22,26,35,5,10,2019,38000000,dez,12,27,sx,1,91,1,15,1
26,31,33,41,48,2,4,2019,49000000,dez,12,31,te,0,179,1,6,0
5,15,20,36,47,8,12,2020,62000000,jan,1,03,sx,1,123,1,20,0
5,8,12,37,43,6,11,2020,75000000,jan,1,07,te,0,105,1,17,1
6,17,32,44,46,2,6,2020,83000000,jan,1,10,sx,1,145,1,8,0
21,25,29,39,44,8,9,2020,90000000,jan,1,14,te,0,158,0,17,1
8,19,20,29,44,3,8,2020,100000000,jan,1,17,sx,1,120,0,11,1
10,11,24,36,46,3,5,2020,17000000,jan,1,21,te,0,127,1,8,0
3,4,6,9,24,5,8,2020,28000000,jan,1,24,sx,1,46,0,13,1
1,19,27,31,38,4,5,2020,17000000,jan,1,28,te,0,116,0,9,1
13,18,20,23,30,2,4,2020,28000000,jan,1,31,sx,1,104,0,6,0
21,23,33,35,47,6,7,2020,38000000,fev,2,04,te,0,159,1,13,1
9,15,17,25,40,3,9,2020,130000000,fev,2,07,sx,1,106,0,12,0
24,26,32,43,46,6,10,2020,17000000,fev,2,11,te,0,171,1,16,0
5,20,35,41,49,6,10,2020,17000000,fev,2,14,sx,1,150,0,16,0
11,32,34,38,47,2,10,2020,27000000,fev,2,18,te,0,162,0,12,0
7,23,30,32,45,5,9,2020,41000000,fev,2,21,sx,1,137,1,14,0
1,4,18,27,42,4,6,2020,51000000,fev,2,25,te,0,92,0,10,0
8,11,20,22,23,3,4,2020,66000000,fev,2,28,sx,1,84,0,7,1
4,14,27,44,45,1,10,2020,17000000,mar,3,03,te,0,134,0,11,1
15,38,43,45,46,1,11,2020,30000000,mar,3,06,sx,1,187,1,12,0
11,23,30,37,43,5,12,2020,40000000,mar,3,10,te,0,144,0,17,1
3,11,21,27,36,9,10,2020,54000000,mar,3,13,sx,1,98,0,19,1
5,7,8,16,20,2,12,2020,65000000,mar,3,17,te,0,56,0,14,0
3,9,20,34,40,6,12,2020,17000000,mar,3,20,sx,1,106,0,18,0
5,25,32,37,43,6,7,2020,17000000,mai,5,19,te,0,142,0,13,1
3,18,22,27,32,2,7,2020,27000000,mai,5,22,sx,1,102,0,9,1
4,9,14,21,27,4,6,2020,37000000,mai,5,26,te,0,75,1,10,0
4,8,11,19,46,4,8,2020,17000000,mai,5,29,sx,1,88,0,12,0
10,12,22,26,49,7,11,2020,17000000,jun,6,02,te,0,119,1,18,0
5,11,17,24,37,3,6,2020,28000000,jun,6,05,sx,1,94,0,9,1
5,15,27,36,46,2,8,2020,37000000,jun,6,09,te,0,129,1,10,0
2,24,39,45,46,4,8,2020,50000000,jun,6,12,sx,1,156,0,12,0
4,9,11,17,39,2,10,2020,17000000,jun,6,16,te,0,80,0,12,0
5,14,19,24,43,3,11,2020,28000000,jun,6,19,sx,1,105,1,14,0
2,12,19,46,49,1,8,2020,38000000,jun,6,23,te,0,128,0,9,1
1,10,12,21,26,5,11,2020,51000000,jun,6,26,sx,1,70,0,16,0
1,6,11,28,42,2,10,2020,61000000,jun,6,30,te,0,88,0,12,0
4,16,27,37,39,3,6,2020,130000000,jul,7,03,sx,1,123,1,9,1
12,16,23,33,41,8,10,2020,143000000,jul,7,07,te,0,125,1,18,0
15,17,23,30,38,2,7,2020,17000000,jul,7,10,sx,1,123,1,9,1
11,22,30,37,47,9,10,2020,26000000,jul,7,14,te,0,147,1,19,1
7,15,27,41,43,7,9,2020,39000000,jul,7,17,sx,1,133,1,16,0
14,15,24,29,42,2,4,2020,50000000,jul,7,21,te,0,124,0,6,0
8,9,27,28,50,4,12,2020,17000000,jul,7,24,sx,1,122,0,16,0
9,13,15,17,34,2,7,2020,26000000,jul,7,28,te,0,88,0,9,1
21,24,30,46,49,2,5,2020,39000000,jul,7,31,sx,1,170,0,7,1
1,2,5,15,42,5,8,2020,49000000,ago,8,04,te,0,65,1,13,1
5,20,21,36,41,6,11,2020,64000000,ago,8,07,sx,1,123,1,17,1
8,13,14,42,50,3,9,2020,73000000,ago,8,11,te,0,127,1,12,0
9,10,19,42,49,4,12,2020,85000000,ago,8,14,sx,1,129,1,16,0
6,12,17,34,42,5,12,2020,95000000,ago,8,18,te,0,111,1,17,1
10,15,35,44,50,3,5,2020,110000000,ago,8,21,sx,1,154,0,8,0
7,18,30,37,39,8,10,2020,122000000,ago,8,25,te,0,131,1,18,0
7,12,16,17,31,7,9,2020,140000000,ago,8,28,sx,1,83,1,16,0
4,8,10,33,46,8,11,2020,156000000,set,9,01,te,0,101,1,19,1
6,22,29,40,43,4,7,2020,17000000,set,9,04,sx,1,140,0,11,1
2,9,31,35,41,9,12,2020,26000000,set,9,08,te,0,118,0,21,1
34,38,42,43,45,9,12,2020,40000000,set,9,11,sx,1,202,0,21,1
16,20,25,30,38,6,8,2020,50000000,set,9,15,te,0,129,1,14,0
2,10,19,25,45,1,7,2020,67000000,set,9,18,sx,1,101,1,8,0
16,25,28,39,40,1,6,2020,76000000,set,9,22,te,0,148,0,7,1
19,23,34,37,45,1,7,2020,130000000,set,9,25,sx,1,158,0,8,0
4,14,16,41,44,11,12,2020,17000000,set,9,29,te,0,119,1,23,1
6,12,15,40,45,3,9,2020,29000000,out,10,02,sx,1,118,0,12,0
4,21,36,41,47,9,11,2020,17000000,out,10,06,te,0,149,1,20,0
11,15,35,41,50,5,8,2020,29000000,out,10,09,sx,1,152,0,13,1
5,14,38,41,46,1,10,2020,39000000,out,10,13,te,0,144,0,11,1
15,33,38,40,50,3,6,2020,53000000,out,10,16,sx,1,176,0,9,1
5,6,15,37,42,3,4,2020,64000000,out,10,20,te,0,105,1,7,1
10,15,19,21,23,3,12,2020,77000000,out,10,23,sx,1,88,0,15,1
13,15,28,32,44,3,12,2020,87000000,out,10,27,te,0,132,0,15,1
12,16,20,21,28,3,9,2020,17000000,out,10,30,sx,1,97,1,12,0
5,7,18,20,30,6,7,2020,26000000,nov,11,03,te,0,80,0,13,1
7,12,37,40,50,1,2,2020,39000000,nov,11,06,sx,1,146,0,3,1
3,19,29,32,38,5,12,2020,49000000,nov,11,10,te,0,121,1,17,1
1,5,17,28,31,1,10,2020,64000000,nov,11,13,sx,1,82,0,11,1
16,19,25,30,44,2,6,2020,74000000,nov,11,17,te,0,134,0,8,0
28,29,39,48,50,5,7,2020,130000000,nov,11,20,sx,1,194,0,12,0
25,33,38,42,50,8,12,2020,143000000,nov,11,24,te,0,188,0,20,0
2,5,8,14,16,8,9,2020,162000000,nov,11,27,sx,1,45,1,17,1
14,20,29,47,49,4,12,2020,178000000,dez,12,01,te,0,159,1,16,0
14,20,27,34,38,1,11,2020,200000000,dez,12,04,sx,1,133,1,12,0
1,4,21,24,46,2,12,2020,200000000,dez,12,08,te,0,96,0,14,0
6,9,13,24,41,3,12,2020,200000000,dez,12,11,sx,1,93,1,15,1
9,13,21,29,35,1,2,2020,17000000,dez,12,15,te,0,107,1,3,1
2,3,13,17,21,7,8,2020,30000000,dez,12,18,sx,1,56,0,15,1
2,10,16,42,50,4,11,2020,41000000,dez,12,22,te,0,120,0,15,1
16,21,27,30,32,3,5,2020,17000000,dez,12,25,sx,1,126,0,8,0
